ISBN,책,KDC,대분류,씨앗,out_degree,in_degree
9788984285392,께롱께롱 놀이 노래 :아침부터 잠잘때까지 부르는 전래동요 50곡,8,문학,False,0,1
9788936448011,고양이 해결사 깜냥,8,문학,False,0,1
9791198530394,내가 천 개의 인생에서 배운 것들 =Things I learned in a thousand lives,8,문학,False,0,1
9791198179913,설민석의 한국사 대모험,9,역사,False,0,1
9791130679266,흔한남매 불꽃 튀는 우리말 5 - 초등 국어 고수 되기 프로젝트,,미상,False,0,1
9791192097916,아들을 잘 키우는 말은 따로 있습니다 :아들 내면의 숨겨진 가능성을 깨우는 부모의 말 50가지,5,기술과학,False,0,1
9788932034829,내 여자의 열매 :한강 소설집,,미상,False,0,1
9791192519883,"돈, 뜨겁게 사랑하고 차갑게 다루어라",,미상,False,0,1
9791160024166,쇼펜하우어의 인생 수업 :살아갈 힘을 주는 쇼펜하우어 아포리즘,1,철학,False,0,1
9791198710444,스스로 해내는 아이의 비밀 :스탠퍼드대 박사 엄마의 뇌과학 컨설팅,5,기술과학,False,0,1
9791187289630,그로잉 업 =LG생활건강 멈춤 없는 성장의 원리 /Growing up,3,사회과학,False,0,1
9788947542623,책 읽고 매출의 신이 되다,3,사회과학,False,0,1
9788925573229,(돈도 마음도 낭비 없이 나만의 행복을 버는) 저소비 생활,,미상,False,0,1
9791168411029,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791164136032,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,4,자연과학,False,0,1
9791197919848,오타니 쇼헤이의 쇼타임 :평범함을 위대함으로 바꾼 오타니의 40가지 원칙,,미상,False,0,1
9791159253379,(역사멘토 최태성의) 한국사,,미상,False,0,1
9788934982975,21세기를 위한 21가지 제언 :더 나은 오늘은 어떻게 가능한가,,미상,False,0,1
9788954651820,내게 무해한 사람 :최은영 소설,8,문학,False,0,1
9788984140776,외딴 집 외딴 다락방에서,8,문학,False,0,1
9788954648905,검은 사슴 :한강 장편소설,,미상,False,0,1
9791198682529,바빌론의 부자 멘토와 꼬마 제자 :철학이 있는 부자가 들려주는 돈에 대한 가르침,3,사회과학,False,0,1
9788960907348,애쓰지 않아도 :최은영 짧은 소설,8,문학,False,0,1
9788957361955,어린 왕자,8,문학,False,0,1
9791188331888,사장학개론,3,사회과학,False,0,1
9788954448413,가짜 노동 :스스로 만드는 번아웃의 세계,3,사회과학,False,0,1
9788965700890,장사의 神,3,사회과학,False,0,1
9788901243665,김미경의 리부트 :코로나로 멈춘 나를 다시 일으켜 세우는 법,3,사회과학,False,0,1
9791196893125,(설민석의) 세계사 대모험,9,역사,False,0,1
9791191496628,(설민석의) 그리스 로마 신화 대모험,2,종교,False,0,1
9791169850889,"나를 위해 살지 않으면 남을 위해 살게 된다 :지혜에 관한 작은 책, 엥케이리디온",1,철학,False,0,1
9791190409148,똥볶이 할멈 :K-히어로 판타지,8,문학,False,0,1
9788936447397,아홉 살 느낌 사전,1,철학,False,0,1
9791165348755,벌거벗은 정신력,5,기술과학,False,0,1
9791164137176,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,6,예술,True,18,1
9788936472979,유시민의 공감필법,0,총류,False,0,1
9788934965282,요리스타 청 2 - 아이스크림 대결,5,기술과학,False,0,1
9788962479171,개가 말하는 친구 사용법,8,문학,False,0,1
9788901078588,서른 살이 심리학에게 묻다 :대한민국 30대를 위한 심리치유카페,1,철학,False,0,1
9788947548441,(다니엘 핑크) 후회의 재발견,,미상,False,0,1
9791197509605,오늘부터 다시 스무 살입니다 - 공부하고 도전하고 꿈꾸는 나를 만나는 시간,,미상,False,0,1
9791135485121,초집중 :집중력을 지배하고 원하는 인생을 사는 비결,1,철학,False,0,1
9791158462949,근육이 연금보다 강하다 :건강 나이를 10년 앞당기는 최강의 근력 운동,5,기술과학,False,0,1
9788950978518,사는 게 힘드냐고 니체가 물었다 :피할 수 없는 내 운명을 사랑하는 법,1,철학,False,0,1
9791187330295,완전 배출 :채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가,5,기술과학,False,0,1
9791157848119,빅 사이클,3,사회과학,False,0,1
9788965965046,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,1,철학,True,27,1
9791190299770,모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말,1,철학,False,0,1
9791168410930,흔한남매 오해요 :귀염 뽀짝 부캐들과 펼치는 초단편 콩트 만화,8,문학,False,0,1
9791130622590,낭만 강아지 봉봉,8,문학,False,0,1
9788960536074,나는 미술관에 간다 :전문가의 맞춤 해설로 내 방에서 즐기는 세계 10대 미술관,,미상,False,0,1
9788932475066,컬트 :세상을 경악시킨 집단 광기의 역사,3,사회과학,False,0,1
9791194246800,삶이라는 완벽한 농담 :이경규 에세이,,미상,False,0,1
9791196588502,지금까지 산 것처럼 앞으로도 살 건가요? :내 인생의 판을 바꿀 질문,3,사회과학,False,0,1
9791157842049,5초의 법칙 :당신을 시작하게 만드는 빠른 결정의 힘,3,사회과학,False,0,1
9788947547260,세금 내는 아이들,3,사회과학,False,0,1
9791168128316,오타니 쇼헤이의 위대한 시즌 :야구소년에서 메이저리그 MVP까지 오타니는 어떻게 야구를 제패했나,,미상,False,0,1
9791186073995,야구 잘하는 50가지 비밀 :진짜 진짜 야구 잘하고 싶은 어린이만 보는 책!,,미상,False,0,1
9791169794879,타키포오 코믹 어드벤처,8,문학,False,0,1
9791198593276,요즘 역사 : 근대 - 당신에게 가장 가까운,,미상,False,0,1
9791191056556,미드나잇 라이브러리,8,문학,False,0,1
9788949122083,호랑이를 부탁해 :설상록 장편동화,,미상,False,0,1
9791188754984,100배 주식 불변의 법칙,3,사회과학,False,0,1
9791187444725,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법,3,사회과학,False,0,1
9791170626633,(타키·포오의) 이세계 여행사,8,문학,False,0,1
9788983895264,나무들이 재잘거리는 숲 이야기 =(The) forest story of chattering trees,4,자연과학,False,0,1
9791158951214,더 커진 간단 종이접기 대백과 270 - 하루에 30분씩! 두뇌 트레이닝,,미상,False,0,1
9791169813341,행운이 구르는 속도 :김성운 창작동화,,미상,False,0,1
9791190313131,지적 대화를 위한 넓고 얕은 지식 0 :지혜를 찾아 138억 년을 달리는 시간 여행서,0,총류,False,0,1
9791162540237,최고의 변화는 어디서 시작되는가 :노력만 하는 독종은 모르는 성공의 법칙,3,사회과학,False,0,1
9791129701855,최태성 한국사 수업 :한국사 강의가 책에서 들린다,,미상,False,0,1
9791171831029,마흔에 읽는 비트겐슈타인 - 20세기 천재 철학자의 인생 수업,,미상,False,0,1
9791190305679,"(1일 1페이지, 세상에서 가장 짧은) 교양 수업 365",9,역사,False,0,1
9791197578410,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,0,총류,True,1,1
9791155816462,자연에 이름 붙이기 :보이지 않던 세계가 보이기 시작할 때,4,자연과학,False,0,1
9788937434082,"딥 워크 :강력한 몰입, 최고의 성과",3,사회과학,False,0,1
9791164136438,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791193401057,벌거벗은 한국사 :본격 우리 역사 스토리텔링쇼,,미상,False,0,1
9791168417939,에그박사의 이건 누구 똥?!,4,자연과학,False,0,1
9791168415157,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791195677108,"시민의 교양 :지금, 여기, 보통 사람들을 위한 현실 인문학",0,총류,False,0,1
9791186494967,"(네모아저씨의) 페이퍼 블레이드 :절제된 외형, 나아진 성능! 팽이의 본질을 되묻다!",,미상,False,0,1
9791130609508,"니체의 인간학 =약함, 비열함, 선량함과 싸우는 까칠한 철학자 /The anthropology of friedrich Nietzsche",1,철학,False,0,1
9791165346485,천 원을 경영하라 :국민가게 다이소 창업주 박정부 회장의 본질경영,,미상,False,0,1
9791193128428,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",9,역사,True,23,1
9791194033509,(한 권으로 빠르게 끝내는) 세계사 익스프레스 =World history express,,미상,False,0,1
9791188469994,당신은 결국 무엇이든 해내는 사람 :김상현 에세이,8,문학,False,0,1
9791193528365,라이프 트렌드 2025 :조용한 사람들 =Life trend : quiet & silent,3,사회과학,False,0,1
9791168415539,에그박사 :Egg&bugs,4,자연과학,True,0,1
9791186494530,(네모아저씨의) 페이퍼 윙즈 =색종이 1장으로 접는 종이비행기의 완결판! /Paper wings,,미상,False,0,1
9791191393156,사는 게 정답이 있으려나? :당신과 나누는 이야기 대화의 희열,1,철학,False,0,1
9788962228960,(한 권으로 끝내는) 종이접기,,미상,False,0,1
9791186494615,(네모아저씨의) 페이퍼 블레이드,6,예술,False,0,1
9791130627595,해빗 =내 안의 충동을 이겨내는 습관 설계의 법칙 /Habit,1,철학,False,0,1
9791193937372,새들이 남쪽으로 가는 날 :리사 리드센 소설,,미상,False,0,1
9788952234650,아들 때문에 미쳐버릴 것 같은 엄마들에게 :큰 소리 내지 않고 아이를 키우는 법,5,기술과학,False,0,1
9791168417656,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,3,사회과학,False,0,1
9791130670393,"만화 한국 신화 9 : 우리 집 수호신, 성주신과 조왕신",,미상,False,0,1
9788971998557,역사의 역사 =History of writing history,9,역사,False,0,1
9788936451349,아기 토끼와 채송화 꽃 :권정생 동화집,8,문학,False,0,1
9788934920991,메멘과 모리,8,문학,False,0,1
9791188248124,"우리는 언젠가 만난다 :나, 타인, 세계를 이어주는 40가지 눈부신 이야기",0,총류,False,0,1
9791193282045,쇼펜하우어 인생수업 :한 번뿐인 삶 이렇게 살아라,1,철학,False,0,1
9791193031711,(설민석의) 그리스 로마 신화 대모험,2,종교,False,0,1
9791160509441,팜 :기발한 상상력이 가득한 판타지 코딩과학동화,0,총류,False,0,1
9788925575889,의미의 시대 :세스 고딘이 제시하는 일과 일터의 새로운 돌파구,3,사회과학,False,0,1
9788934911302,김영하의 세계문학 원정대,8,문학,False,0,1
9788976227638,(남자들이 좋아하는) 종이접기 150,,미상,False,0,1
9791173114168,슈뻘맨의 숨은 국어 찾기 :슈뻘맨과 함께 국어 완전 정복!,7,언어,False,0,1
9791161728803,"(영화보다,) 세계사 :영화가 새로워지고 역사가 재미있어지는",,미상,False,0,1
9788901150598,습관의 힘 :반복되는 행동이 만드는 극적인 변화,1,철학,False,0,1
9791192300382,마흔에 읽는 그리스 로마 신화 :지금 이 순간을 살기 위한 신화 수업,2,종교,False,0,1
9791171249466,타키포오 코믹 어드벤처,8,문학,False,0,1
9791157822355,초콜릿이 너무 비싸요! :초콜릿 불매 운동을 벌인 캐나다 어린이들,,미상,False,0,1
9791187330301,완치 비만 :당신은 어떻게 살 안 찌는 사람으로 변했나요?,5,기술과학,False,0,1
9791164798926,환상서점 :소서림 장편소설,8,문학,False,0,1
9788971390849,인간이 그리는 무늬 :욕망하는 인문적 통찰의 힘,0,총류,False,0,1
9791191119879,놓지 마 초등 영어 표현 :정신이와 함께 떠나는 80일간의 줄줄섬 영어 여행,,미상,False,0,1
9788925576510,열두 달 지구하자 :같이 알자 같이 하자!,,미상,False,0,1
9788997575336,습관의 재발견 :기적 같은 변화를 불러오는 작은 습관의 힘,1,철학,False,0,1
9788997287093,"생각의 비밀 =김밥 파는 CEO, 부자의 탄생을 말하다 /Thoughts become things",3,사회과학,False,0,1
9791164139880,흔한남매 겨울밤 대소동 :흔한남매 스페셜 에디션 겨울,8,문학,False,0,1
9788932017136,가재미 :문태준 시집,8,문학,False,0,1
9791193401095,벌거벗은 한국사 :500년 역사가 눈앞에 펼쳐지는 스토리텔링 조선사,,미상,False,0,1
9791164052202,영혼이 강한 아이로 키워라 :대한민국 부모 멘토 조선미 교수의 자녀교육 명강,5,기술과학,False,0,1
9788934911289,슈뻘맨의 슈퍼 상식 월드컵,0,총류,False,0,1
9788901294742,청춘의 독서 :세상을 바꾼 위험하고 위대한 생각들,0,총류,False,0,1
9791169254113,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,0,총류,False,0,1
9791196316860,"다시, 공부머리 독서법",0,총류,False,0,1
9788965020004,"70세가 노화의 갈림길 :젊음을 지속하는 사람, 단번에 늙어버리는 사람의 차이",5,기술과학,False,0,1
9791186748138,연적 :김호연 장편소설,,미상,False,0,1
9788972773627,이웃집 백만장자 :푼돈이 모여 어마어마한 재산이 되는 생생한 비법,3,사회과학,False,0,1
9788901203287,오늘 내가 사는 게 재미있는 이유,8,문학,False,0,1
9791165343729,달러구트 꿈 백화점 :이미예 장편소설,8,문학,False,0,1
9791198243430,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,9,역사,True,23,1
9791130641188,니체와 함께 산책을 :세상의 속도에 휩쓸리지 않고 나를 여행하는 법,1,철학,False,0,1
9788934926924,놓지 마 맞춤법,,미상,False,0,1
9788950995485,"사는 게 고통일 때, 쇼펜하우어 :욕망과 권태 사이에서 당신을 구할 철학 수업",1,철학,False,0,1
9791193939314,고전이 답했다 :being better through the classics,3,사회과학,False,0,1
9791162950333,빨치산의 딸 :정지아 장편소설,,미상,False,0,1
9791193238691,"편안함의 습격 :편리와 효율, 멸균과 풍족의 시대가 우리에게서 앗아간 것들에 관하여",5,기술과학,False,0,1
9791164137879,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,6,예술,False,0,1
9788901272597,갈림길,,미상,False,0,1
9791192519135,이주하는 인류 :인구 대이동과 그들이 써내려간 역동의 세계사,3,사회과학,False,0,1
9791191496949,(설민석의) 그리스 로마 신화 대모험,2,종교,True,1,1
9791164135738,에그박사 :Egg&bugs,4,자연과학,False,0,1
9788965138068,그의 운명에 대한 아주 개인적인 생각,3,사회과학,False,0,1
9791169794886,타키 포오의 코믹 어드벤처 2 - 캐릭온TV 오리지널 코믹스,,미상,False,0,1
9791130666303,만화 한국 신화 8 : 특급 저승사자 강림,,미상,False,0,1
9791193591147,페이크와 팩트 :왜 합리적 인류는 때때로 멍청해지는가,1,철학,False,0,1
9791195963300,알면서도 알지 못하는 것들 :가장 기본적인 소망에 대하여,1,철학,False,0,1
9791130689890,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,2,종교,True,25,0
9791190313186,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,0,총류,True,15,0
9791130637594,흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트,7,언어,True,19,0
9788957361900,의사 어벤저스 :어린이 의학 동화,5,기술과학,True,1,0
9788968331862,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,6,예술,True,23,0
9791192504230,백앤아 :교양이 층층 쌓이는 점프 맵,0,총류,True,9,0
9791186494431,세상에서 제일 재밌는 종이접기 :색종이 한 장이면 장난감 뚝딱!,6,예술,True,27,0
9791130696614,만화 한국 신화 :어린이를 위한 우리 인문학,2,종교,True,10,0
9791189938352,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험,5,기술과학,True,12,0
9788936447014,아홉 살 마음 사전,1,철학,True,27,0
9791168413078,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,3,사회과학,True,20,0
9791196316808,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,0,총류,True,25,0
9791193506202,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,5,기술과학,True,20,0
9791192953151,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,0,총류,True,20,0
9788934972464,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",9,역사,True,21,0
9788934951278,(아이들도 잘 모르고 어른들은 더 모르는) 신기한 현상 사전,0,총류,True,26,0
9791192836188,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,4,자연과학,True,22,0
9791168415171,슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,4,자연과학,True,14,0
9791171241675,타키포오 얼렁뚱땅 상식스쿨,0,총류,True,10,0
9791167550712,"왜 유명한 거야, 이 그림?",6,예술,True,24,0
9791198381811,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것,6,예술,True,20,0
9791164137800,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,4,자연과학,True,17,0
9791196893118,설민석의 세계사 대모험,9,역사,True,3,0
9788934980254,흔한남매 과학 탐험대,4,자연과학,True,7,0
